Year,SERIES,PRODUCT,UNIT_MEASURE,Value
2000,EN_MAT_DOMCMPC,,T,5.20171
2001,EN_MAT_DOMCMPC,,T,5.31837
2002,EN_MAT_DOMCMPC,,T,5.15987
2003,EN_MAT_DOMCMPC,,T,4.65885
2004,EN_MAT_DOMCMPC,,T,5.11767
2005,EN_MAT_DOMCMPC,,T,4.52078
2006,EN_MAT_DOMCMPC,,T,4.57574
2007,EN_MAT_DOMCMPC,,T,3.948
2008,EN_MAT_DOMCMPC,,T,3.35196
2009,EN_MAT_DOMCMPC,,T,3.71108
2010,EN_MAT_DOMCMPC,,T,4.43948
2011,EN_MAT_DOMCMPC,,T,5.12884
2012,EN_MAT_DOMCMPC,,T,5.6462
2013,EN_MAT_DOMCMPC,,T,5.38676
2014,EN_MAT_DOMCMPC,,T,5.28491
2015,EN_MAT_DOMCMPC,,T,5.26568
2016,EN_MAT_DOMCMPC,,T,5.29924
2017,EN_MAT_DOMCMPC,,T,5.39747
2018,EN_MAT_DOMCMPC,,T,5.76186
2019,EN_MAT_DOMCMPC,,T,5.7551
2000,EN_MAT_DOMCMPC,MF_AGG3A,T,0.623
2001,EN_MAT_DOMCMPC,MF_AGG3A,T,0.65537
2002,EN_MAT_DOMCMPC,MF_AGG3A,T,0.52699
2003,EN_MAT_DOMCMPC,MF_AGG3A,T,0.2348
2004,EN_MAT_DOMCMPC,MF_AGG3A,T,0.1681
2005,EN_MAT_DOMCMPC,MF_AGG3A,T,0.26716
2006,EN_MAT_DOMCMPC,MF_AGG3A,T,0.15444
2007,EN_MAT_DOMCMPC,MF_AGG3A,T,0.01117
2008,EN_MAT_DOMCMPC,MF_AGG3A,T,0.09986
2009,EN_MAT_DOMCMPC,MF_AGG3A,T,0.26235
2010,EN_MAT_DOMCMPC,MF_AGG3A,T,0.36303
2011,EN_MAT_DOMCMPC,MF_AGG3A,T,0.48234
2012,EN_MAT_DOMCMPC,MF_AGG3A,T,0.73849
2013,EN_MAT_DOMCMPC,MF_AGG3A,T,0.54498
2014,EN_MAT_DOMCMPC,MF_AGG3A,T,0.59405
2015,EN_MAT_DOMCMPC,MF_AGG3A,T,0.73403
2016,EN_MAT_DOMCMPC,MF_AGG3A,T,0.84808
2017,EN_MAT_DOMCMPC,MF_AGG3A,T,0.8363
2018,EN_MAT_DOMCMPC,MF_AGG3A,T,0.84094
2019,EN_MAT_DOMCMPC,MF_AGG3A,T,0.88438
2000,EN_MAT_DOMCMPC,MF_AGG3B,T,0.06581
2001,EN_MAT_DOMCMPC,MF_AGG3B,T,0.0494
2002,EN_MAT_DOMCMPC,MF_AGG3B,T,0.59855
2003,EN_MAT_DOMCMPC,MF_AGG3B,T,0.23398
2004,EN_MAT_DOMCMPC,MF_AGG3B,T,0.02148
2005,EN_MAT_DOMCMPC,MF_AGG3B,T,0.05599
2006,EN_MAT_DOMCMPC,MF_AGG3B,T,0.09064
2007,EN_MAT_DOMCMPC,MF_AGG3B,T,0.06932
2008,EN_MAT_DOMCMPC,MF_AGG3B,T,0.05889
2009,EN_MAT_DOMCMPC,MF_AGG3B,T,0.05096
2010,EN_MAT_DOMCMPC,MF_AGG3B,T,0.31225
2011,EN_MAT_DOMCMPC,MF_AGG3B,T,0.30237
2012,EN_MAT_DOMCMPC,MF_AGG3B,T,0.43801
2013,EN_MAT_DOMCMPC,MF_AGG3B,T,0.35764
2014,EN_MAT_DOMCMPC,MF_AGG3B,T,0.18086
2015,EN_MAT_DOMCMPC,MF_AGG3B,T,0.12924
2016,EN_MAT_DOMCMPC,MF_AGG3B,T,0.08202
2017,EN_MAT_DOMCMPC,MF_AGG3B,T,0.10316
2018,EN_MAT_DOMCMPC,MF_AGG3B,T,0.10598
2019,EN_MAT_DOMCMPC,MF_AGG3B,T,0.1104
2000,EN_MAT_DOMCMPC,MF1,T,3.07338
2001,EN_MAT_DOMCMPC,MF1,T,3.16661
2002,EN_MAT_DOMCMPC,MF1,T,2.58467
2003,EN_MAT_DOMCMPC,MF1,T,2.80895
2004,EN_MAT_DOMCMPC,MF1,T,3.28511
2005,EN_MAT_DOMCMPC,MF1,T,2.69308
2006,EN_MAT_DOMCMPC,MF1,T,3.044
2007,EN_MAT_DOMCMPC,MF1,T,2.73511
2008,EN_MAT_DOMCMPC,MF1,T,2.28997
2009,EN_MAT_DOMCMPC,MF1,T,2.3991
2010,EN_MAT_DOMCMPC,MF1,T,2.6531
2011,EN_MAT_DOMCMPC,MF1,T,2.62432
2012,EN_MAT_DOMCMPC,MF1,T,2.74453
2013,EN_MAT_DOMCMPC,MF1,T,2.64757
2014,EN_MAT_DOMCMPC,MF1,T,2.36685
2015,EN_MAT_DOMCMPC,MF1,T,2.25921
2016,EN_MAT_DOMCMPC,MF1,T,2.22873
2017,EN_MAT_DOMCMPC,MF1,T,2.21839
2018,EN_MAT_DOMCMPC,MF1,T,2.19683
2019,EN_MAT_DOMCMPC,MF1,T,2.11337
2000,EN_MAT_DOMCMPC,MF11,T,0.56933
2001,EN_MAT_DOMCMPC,MF11,T,0.63091
2002,EN_MAT_DOMCMPC,MF11,T,0.50361
2003,EN_MAT_DOMCMPC,MF11,T,0.60856
2004,EN_MAT_DOMCMPC,MF11,T,0.71527
2005,EN_MAT_DOMCMPC,MF11,T,0.5265
2006,EN_MAT_DOMCMPC,MF11,T,0.6715
2007,EN_MAT_DOMCMPC,MF11,T,0.53939
2008,EN_MAT_DOMCMPC,MF11,T,0.42125
2009,EN_MAT_DOMCMPC,MF11,T,0.45688
2010,EN_MAT_DOMCMPC,MF11,T,0.51177
2011,EN_MAT_DOMCMPC,MF11,T,0.50272
2012,EN_MAT_DOMCMPC,MF11,T,0.55989
2013,EN_MAT_DOMCMPC,MF11,T,0.52747
2014,EN_MAT_DOMCMPC,MF11,T,0.50062
2015,EN_MAT_DOMCMPC,MF11,T,0.45607
2016,EN_MAT_DOMCMPC,MF11,T,0.47629
2017,EN_MAT_DOMCMPC,MF11,T,0.44116
2018,EN_MAT_DOMCMPC,MF11,T,0.40775
2019,EN_MAT_DOMCMPC,MF11,T,0.36573
2000,EN_MAT_DOMCMPC,MF121,T,0.8068
2001,EN_MAT_DOMCMPC,MF121,T,0.81404
2002,EN_MAT_DOMCMPC,MF121,T,0.46347
2003,EN_MAT_DOMCMPC,MF121,T,0.63662
2004,EN_MAT_DOMCMPC,MF121,T,1.04092
2005,EN_MAT_DOMCMPC,MF121,T,0.64246
2006,EN_MAT_DOMCMPC,MF121,T,0.87873
2007,EN_MAT_DOMCMPC,MF121,T,0.69909
2008,EN_MAT_DOMCMPC,MF121,T,0.39558
2009,EN_MAT_DOMCMPC,MF121,T,0.40666
2010,EN_MAT_DOMCMPC,MF121,T,0.53461
2011,EN_MAT_DOMCMPC,MF121,T,0.48486
2012,EN_MAT_DOMCMPC,MF121,T,0.55975
2013,EN_MAT_DOMCMPC,MF121,T,0.5026
2014,EN_MAT_DOMCMPC,MF121,T,0.49397
2015,EN_MAT_DOMCMPC,MF121,T,0.35908
2016,EN_MAT_DOMCMPC,MF121,T,0.33052
2017,EN_MAT_DOMCMPC,MF121,T,0.378
2018,EN_MAT_DOMCMPC,MF121,T,0.37938
2019,EN_MAT_DOMCMPC,MF121,T,0.3499
2000,EN_MAT_DOMCMPC,MF122,T,1.1866
2001,EN_MAT_DOMCMPC,MF122,T,1.20917
2002,EN_MAT_DOMCMPC,MF122,T,1.10642
2003,EN_MAT_DOMCMPC,MF122,T,1.05802
2004,EN_MAT_DOMCMPC,MF122,T,1.0249
2005,EN_MAT_DOMCMPC,MF122,T,1.0253
2006,EN_MAT_DOMCMPC,MF122,T,0.98536
2007,EN_MAT_DOMCMPC,MF122,T,0.9924
2008,EN_MAT_DOMCMPC,MF122,T,0.97602
2009,EN_MAT_DOMCMPC,MF122,T,1.04275
2010,EN_MAT_DOMCMPC,MF122,T,1.11344
2011,EN_MAT_DOMCMPC,MF122,T,1.14766
2012,EN_MAT_DOMCMPC,MF122,T,1.14002
2013,EN_MAT_DOMCMPC,MF122,T,1.13093
2014,EN_MAT_DOMCMPC,MF122,T,0.88985
2015,EN_MAT_DOMCMPC,MF122,T,0.96703
2016,EN_MAT_DOMCMPC,MF122,T,0.94814
2017,EN_MAT_DOMCMPC,MF122,T,0.93108
2018,EN_MAT_DOMCMPC,MF122,T,0.94343
2019,EN_MAT_DOMCMPC,MF122,T,0.9376
2000,EN_MAT_DOMCMPC,MF13,T,0.50849
2001,EN_MAT_DOMCMPC,MF13,T,0.51121
2002,EN_MAT_DOMCMPC,MF13,T,0.51016
2003,EN_MAT_DOMCMPC,MF13,T,0.50487
2004,EN_MAT_DOMCMPC,MF13,T,0.50298
2005,EN_MAT_DOMCMPC,MF13,T,0.49784
2006,EN_MAT_DOMCMPC,MF13,T,0.50703
2007,EN_MAT_DOMCMPC,MF13,T,0.50318
2008,EN_MAT_DOMCMPC,MF13,T,0.49593
2009,EN_MAT_DOMCMPC,MF13,T,0.49162
2010,EN_MAT_DOMCMPC,MF13,T,0.49109
2011,EN_MAT_DOMCMPC,MF13,T,0.48673
2012,EN_MAT_DOMCMPC,MF13,T,0.48221
2013,EN_MAT_DOMCMPC,MF13,T,0.48411
2014,EN_MAT_DOMCMPC,MF13,T,0.48
2015,EN_MAT_DOMCMPC,MF13,T,0.4742
2016,EN_MAT_DOMCMPC,MF13,T,0.47056
2017,EN_MAT_DOMCMPC,MF13,T,0.46496
2018,EN_MAT_DOMCMPC,MF13,T,0.46419
2019,EN_MAT_DOMCMPC,MF13,T,0.45804
2000,EN_MAT_DOMCMPC,MF14,T,0.00215
2001,EN_MAT_DOMCMPC,MF14,T,0.00128
2002,EN_MAT_DOMCMPC,MF14,T,0.00101
2003,EN_MAT_DOMCMPC,MF14,T,0.00088
2004,EN_MAT_DOMCMPC,MF14,T,0.00104
2005,EN_MAT_DOMCMPC,MF14,T,0.00098
2006,EN_MAT_DOMCMPC,MF14,T,0.00139
2007,EN_MAT_DOMCMPC,MF14,T,0.00104
2008,EN_MAT_DOMCMPC,MF14,T,0.00117
2009,EN_MAT_DOMCMPC,MF14,T,0.0012
2010,EN_MAT_DOMCMPC,MF14,T,0.0022
2011,EN_MAT_DOMCMPC,MF14,T,0.00234
2012,EN_MAT_DOMCMPC,MF14,T,0.00266
2013,EN_MAT_DOMCMPC,MF14,T,0.00246
2014,EN_MAT_DOMCMPC,MF14,T,0.00241
2015,EN_MAT_DOMCMPC,MF14,T,0.00283
2016,EN_MAT_DOMCMPC,MF14,T,0.00322
2017,EN_MAT_DOMCMPC,MF14,T,0.00319
2018,EN_MAT_DOMCMPC,MF14,T,0.00207
2019,EN_MAT_DOMCMPC,MF14,T,0.0021
2000,EN_MAT_DOMCMPC,MF2,T,0.99432
2001,EN_MAT_DOMCMPC,MF2,T,0.94571
2002,EN_MAT_DOMCMPC,MF2,T,0.98893
2003,EN_MAT_DOMCMPC,MF2,T,0.97813
2004,EN_MAT_DOMCMPC,MF2,T,1.28323
2005,EN_MAT_DOMCMPC,MF2,T,1.05404
2006,EN_MAT_DOMCMPC,MF2,T,0.93898
2007,EN_MAT_DOMCMPC,MF2,T,0.76802
2008,EN_MAT_DOMCMPC,MF2,T,0.61105
2009,EN_MAT_DOMCMPC,MF2,T,0.68532
2010,EN_MAT_DOMCMPC,MF2,T,0.70439
2011,EN_MAT_DOMCMPC,MF2,T,1.2639
2012,EN_MAT_DOMCMPC,MF2,T,1.26904
2013,EN_MAT_DOMCMPC,MF2,T,1.44444
2014,EN_MAT_DOMCMPC,MF2,T,1.49295
2015,EN_MAT_DOMCMPC,MF2,T,1.59639
2016,EN_MAT_DOMCMPC,MF2,T,1.80194
2017,EN_MAT_DOMCMPC,MF2,T,1.83495
2018,EN_MAT_DOMCMPC,MF2,T,2.0947
2019,EN_MAT_DOMCMPC,MF2,T,2.1749
2000,EN_MAT_DOMCMPC,MF21,T,0.026
2001,EN_MAT_DOMCMPC,MF21,T,0.01735
2002,EN_MAT_DOMCMPC,MF21,T,-0.03131
2003,EN_MAT_DOMCMPC,MF21,T,0.01973
2004,EN_MAT_DOMCMPC,MF21,T,-0.00782
2005,EN_MAT_DOMCMPC,MF21,T,-0.00291
2006,EN_MAT_DOMCMPC,MF21,T,0.0052
2007,EN_MAT_DOMCMPC,MF21,T,0.00162
2008,EN_MAT_DOMCMPC,MF21,T,0.00154
2009,EN_MAT_DOMCMPC,MF21,T,0.00176
2010,EN_MAT_DOMCMPC,MF21,T,-0.0082
2011,EN_MAT_DOMCMPC,MF21,T,0.00359
2012,EN_MAT_DOMCMPC,MF21,T,0.00273
2013,EN_MAT_DOMCMPC,MF21,T,-0.00238
2014,EN_MAT_DOMCMPC,MF21,T,-0.01042
2015,EN_MAT_DOMCMPC,MF21,T,5e-05
2016,EN_MAT_DOMCMPC,MF21,T,0.00332
2017,EN_MAT_DOMCMPC,MF21,T,-0.01053
2018,EN_MAT_DOMCMPC,MF21,T,-0.01524
2019,EN_MAT_DOMCMPC,MF21,T,-0.01504
2000,EN_MAT_DOMCMPC,MF22,T,0.96832
2001,EN_MAT_DOMCMPC,MF22,T,0.92836
2002,EN_MAT_DOMCMPC,MF22,T,1.02024
2003,EN_MAT_DOMCMPC,MF22,T,0.9584
2004,EN_MAT_DOMCMPC,MF22,T,1.29105
2005,EN_MAT_DOMCMPC,MF22,T,1.05694
2006,EN_MAT_DOMCMPC,MF22,T,0.93378
2007,EN_MAT_DOMCMPC,MF22,T,0.76639
2008,EN_MAT_DOMCMPC,MF22,T,0.60951
2009,EN_MAT_DOMCMPC,MF22,T,0.68356
2010,EN_MAT_DOMCMPC,MF22,T,0.71259
2011,EN_MAT_DOMCMPC,MF22,T,1.26031
2012,EN_MAT_DOMCMPC,MF22,T,1.26631
2013,EN_MAT_DOMCMPC,MF22,T,1.44682
2014,EN_MAT_DOMCMPC,MF22,T,1.50337
2015,EN_MAT_DOMCMPC,MF22,T,1.59634
2016,EN_MAT_DOMCMPC,MF22,T,1.79861
2017,EN_MAT_DOMCMPC,MF22,T,1.84549
2018,EN_MAT_DOMCMPC,MF22,T,2.10994
2019,EN_MAT_DOMCMPC,MF22,T,2.18994
2000,EN_MAT_DOMCMPC,MF3,T,0.68881
2001,EN_MAT_DOMCMPC,MF3,T,0.70477
2002,EN_MAT_DOMCMPC,MF3,T,1.12554
2003,EN_MAT_DOMCMPC,MF3,T,0.46878
2004,EN_MAT_DOMCMPC,MF3,T,0.18958
2005,EN_MAT_DOMCMPC,MF3,T,0.32314
2006,EN_MAT_DOMCMPC,MF3,T,0.24507
2007,EN_MAT_DOMCMPC,MF3,T,0.08049
2008,EN_MAT_DOMCMPC,MF3,T,0.15875
2009,EN_MAT_DOMCMPC,MF3,T,0.31331
2010,EN_MAT_DOMCMPC,MF3,T,0.67528
2011,EN_MAT_DOMCMPC,MF3,T,0.78471
2012,EN_MAT_DOMCMPC,MF3,T,1.1765
2013,EN_MAT_DOMCMPC,MF3,T,0.90261
2014,EN_MAT_DOMCMPC,MF3,T,0.77492
2015,EN_MAT_DOMCMPC,MF3,T,0.86327
2016,EN_MAT_DOMCMPC,MF3,T,0.9301
2017,EN_MAT_DOMCMPC,MF3,T,0.93946
2018,EN_MAT_DOMCMPC,MF3,T,0.94693
2019,EN_MAT_DOMCMPC,MF3,T,0.99478
2000,EN_MAT_DOMCMPC,MF4,T,0.3784
2001,EN_MAT_DOMCMPC,MF4,T,0.38243
2002,EN_MAT_DOMCMPC,MF4,T,0.34766
2003,EN_MAT_DOMCMPC,MF4,T,0.28809
2004,EN_MAT_DOMCMPC,MF4,T,0.27063
2005,EN_MAT_DOMCMPC,MF4,T,0.30422
2006,EN_MAT_DOMCMPC,MF4,T,0.2918
2007,EN_MAT_DOMCMPC,MF4,T,0.27889
2008,EN_MAT_DOMCMPC,MF4,T,0.20833
2009,EN_MAT_DOMCMPC,MF4,T,0.21066
2010,EN_MAT_DOMCMPC,MF4,T,0.22384
2011,EN_MAT_DOMCMPC,MF4,T,0.22129
2012,EN_MAT_DOMCMPC,MF4,T,0.23026
2013,EN_MAT_DOMCMPC,MF4,T,0.2301
2014,EN_MAT_DOMCMPC,MF4,T,0.42823
2015,EN_MAT_DOMCMPC,MF4,T,0.31598
2016,EN_MAT_DOMCMPC,MF4,T,0.11576
2017,EN_MAT_DOMCMPC,MF4,T,0.20127
2018,EN_MAT_DOMCMPC,MF4,T,0.225
2019,EN_MAT_DOMCMPC,MF4,T,0.22253
2000,EN_MAT_DOMCMPC,MF41,T,0.3784
2001,EN_MAT_DOMCMPC,MF41,T,0.38243
2002,EN_MAT_DOMCMPC,MF41,T,0.34766
2003,EN_MAT_DOMCMPC,MF41,T,0.28809
2004,EN_MAT_DOMCMPC,MF41,T,0.27063
2005,EN_MAT_DOMCMPC,MF41,T,0.30422
2006,EN_MAT_DOMCMPC,MF41,T,0.2918
2007,EN_MAT_DOMCMPC,MF41,T,0.27889
2008,EN_MAT_DOMCMPC,MF41,T,0.20833
2009,EN_MAT_DOMCMPC,MF41,T,0.21066
2010,EN_MAT_DOMCMPC,MF41,T,0.22384
2011,EN_MAT_DOMCMPC,MF41,T,0.22129
2012,EN_MAT_DOMCMPC,MF41,T,0.23026
2013,EN_MAT_DOMCMPC,MF41,T,0.2301
2014,EN_MAT_DOMCMPC,MF41,T,0.42823
2015,EN_MAT_DOMCMPC,MF41,T,0.31598
2016,EN_MAT_DOMCMPC,MF41,T,0.11576
2017,EN_MAT_DOMCMPC,MF41,T,0.20127
2018,EN_MAT_DOMCMPC,MF41,T,0.225
2019,EN_MAT_DOMCMPC,MF41,T,0.22253
2000,EN_MAT_DOMCMPC,MF413,T,0.0
2001,EN_MAT_DOMCMPC,MF413,T,0.0
2002,EN_MAT_DOMCMPC,MF413,T,0.0
2003,EN_MAT_DOMCMPC,MF413,T,0.0
2004,EN_MAT_DOMCMPC,MF413,T,0.0
2005,EN_MAT_DOMCMPC,MF413,T,0.0
2006,EN_MAT_DOMCMPC,MF413,T,0.0
2007,EN_MAT_DOMCMPC,MF413,T,0.0
2008,EN_MAT_DOMCMPC,MF413,T,0.0
2009,EN_MAT_DOMCMPC,MF413,T,0.0
2010,EN_MAT_DOMCMPC,MF413,T,0.0
2011,EN_MAT_DOMCMPC,MF413,T,0.0
2012,EN_MAT_DOMCMPC,MF413,T,0.0
2013,EN_MAT_DOMCMPC,MF413,T,0.0
2014,EN_MAT_DOMCMPC,MF413,T,0.0
2015,EN_MAT_DOMCMPC,MF413,T,0.0
2016,EN_MAT_DOMCMPC,MF413,T,0.0
2017,EN_MAT_DOMCMPC,MF413,T,0.0
2018,EN_MAT_DOMCMPC,MF413,T,0.0
2019,EN_MAT_DOMCMPC,MF413,T,0.0
2000,EN_MAT_DOMCMPC,MF421,T,0.0
2001,EN_MAT_DOMCMPC,MF421,T,0.0
2002,EN_MAT_DOMCMPC,MF421,T,0.0
2003,EN_MAT_DOMCMPC,MF421,T,0.0
2004,EN_MAT_DOMCMPC,MF421,T,0.0
2005,EN_MAT_DOMCMPC,MF421,T,0.0
2006,EN_MAT_DOMCMPC,MF421,T,0.0
2007,EN_MAT_DOMCMPC,MF421,T,0.0
2008,EN_MAT_DOMCMPC,MF421,T,0.0
2009,EN_MAT_DOMCMPC,MF421,T,0.0
2010,EN_MAT_DOMCMPC,MF421,T,0.0
2011,EN_MAT_DOMCMPC,MF421,T,0.0
2012,EN_MAT_DOMCMPC,MF421,T,0.0
2013,EN_MAT_DOMCMPC,MF421,T,0.0
2014,EN_MAT_DOMCMPC,MF421,T,0.0
2015,EN_MAT_DOMCMPC,MF421,T,0.0
2016,EN_MAT_DOMCMPC,MF421,T,0.0
2017,EN_MAT_DOMCMPC,MF421,T,0.0
2018,EN_MAT_DOMCMPC,MF421,T,0.0
2019,EN_MAT_DOMCMPC,MF421,T,0.0
2000,EN_MAT_DOMCMPC,MF422,T,0.0
2001,EN_MAT_DOMCMPC,MF422,T,0.0
2002,EN_MAT_DOMCMPC,MF422,T,0.0
2003,EN_MAT_DOMCMPC,MF422,T,0.0
2004,EN_MAT_DOMCMPC,MF422,T,0.0
2005,EN_MAT_DOMCMPC,MF422,T,0.0
2006,EN_MAT_DOMCMPC,MF422,T,0.0
2007,EN_MAT_DOMCMPC,MF422,T,0.0
2008,EN_MAT_DOMCMPC,MF422,T,0.0
2009,EN_MAT_DOMCMPC,MF422,T,0.0
2010,EN_MAT_DOMCMPC,MF422,T,0.0
2011,EN_MAT_DOMCMPC,MF422,T,0.0
2012,EN_MAT_DOMCMPC,MF422,T,0.0
2013,EN_MAT_DOMCMPC,MF422,T,0.0
2014,EN_MAT_DOMCMPC,MF422,T,0.0
2015,EN_MAT_DOMCMPC,MF422,T,0.0
2016,EN_MAT_DOMCMPC,MF422,T,0.0
2017,EN_MAT_DOMCMPC,MF422,T,0.0
2018,EN_MAT_DOMCMPC,MF422,T,0.0
2019,EN_MAT_DOMCMPC,MF422,T,0.0
2000,EN_MAT_DOMCMPG,,KG_PER_CON_USD,5.96832
2001,EN_MAT_DOMCMPG,,KG_PER_CON_USD,6.13584
2002,EN_MAT_DOMCMPG,,KG_PER_CON_USD,6.34498
2003,EN_MAT_DOMCMPG,,KG_PER_CON_USD,6.2053
2004,EN_MAT_DOMCMPG,,KG_PER_CON_USD,7.09635
2005,EN_MAT_DOMCMPG,,KG_PER_CON_USD,6.56503
2006,EN_MAT_DOMCMPG,,KG_PER_CON_USD,6.9397
2007,EN_MAT_DOMCMPG,,KG_PER_CON_USD,6.24104
2008,EN_MAT_DOMCMPG,,KG_PER_CON_USD,5.61867
2009,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.94572
2010,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.99792
2011,EN_MAT_DOMCMPG,,KG_PER_CON_USD,4.10725
2012,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.94203
2013,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.75368
2014,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.66088
2015,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.64389
2016,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.69643
2017,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.64867
2018,EN_MAT_DOMCMPG,,KG_PER_CON_USD,3.76832
2019,EN_MAT_DOMCMPG,,KG_PER_CON_USD,4.15427
2000,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.71482
2001,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.75611
2002,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.64802
2003,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.31274
2004,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.23309
2005,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.38796
2006,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.23422
2007,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.01765
2008,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.16738
2009,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.27893
2010,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.32692
2011,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.38626
2012,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.51559
2013,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.37976
2014,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.4115
2015,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.50796
2016,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.59157
2017,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.56534
2018,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.54998
2019,EN_MAT_DOMCMPG,MF_AGG3A,KG_PER_CON_USD,0.63838
2000,EN_MAT_DOMCMPG,MF_AGG3B,KG_PER_CON_USD,0.07551
